gt,fid,group,tier,bed,id,canopy_area_sq_m,mNDVI_mean,mNDVI_median,mNDVI_max,cDSM_mean,cDSM_max,sDSM_median,mean_can_height,max_can_height,can_volume,date,count_thermal,mean_thermal,median_thermal,median.thermal.filtered.to.remove.poor.stands,stdev_thermal,min_thermal,max_thermal,name,entry.type,num,treatment
192,1644,north,12,49,1644,0.448567632,0.592167824,0.577190518,0.759207606,14.74321646,14.78220081,14.72756195,0.015654505,0.054638863,0.007022104,07-06-21,NA,NA,NA,NA,NA,NA,NA,M5.55,MAGIC family 5,192,drought
192,1644,north,12,49,1644,10.82598015,0.670968961,NA,0.879244804,12.85417021,13.04230022,12.78033161,0.073838595,0.261968613,0.79937516,09-28-21,300,32.90926556,32.71383789,32.71383789,2.009972658,30.14550781,38.96535156,M5.55,MAGIC family 5,192,drought
252,1645,north,13,49,1645,10.17129834,0.606669522,NA,0.817899227,12.83694591,12.99524307,12.81702328,0.019922633,0.178219795,0.202639043,09-28-21,288,31.90559177,31.89391602,31.89391602,0.897327693,30.19041016,34.32291016,M7.14,MAGIC family 7,252,drought
252,1645,north,13,49,1645,7.786605676,0.739538004,0.782329023,0.897511184,16.00156724,16.3597393,15.84056187,0.161005369,0.519177437,1.25368532,08-10-21,289,33.02602252,31.85646484,31.85646484,3.582497006,28.84958984,43.84431641,M7.14,MAGIC family 7,252,drought
252,1645,north,13,49,1645,1.10122294,0.640294226,0.62668404,0.826310098,14.75583803,14.78948307,14.73114252,0.024695505,0.058340549,0.027195257,07-06-21,NA,NA,NA,NA,NA,NA,NA,M7.14,MAGIC family 7,252,drought
252,1645,north,13,49,1645,10.52760576,0.738075628,NA,0.89720279,15.98748338,16.28433037,15.82541466,0.162068718,0.45891571,1.706195574,08-24-21,302,37.8190323,37.2968457,37.2968457,1.861675077,35.13582031,44.9153125,M7.14,MAGIC family 7,252,drought
301,1646,north,14,49,1646,1.517759139,0.664478173,0.679965973,0.805964351,14.74858413,14.77297878,14.73306561,0.015518524,0.039913177,0.023553382,07-06-21,NA,NA,NA,NA,NA,NA,NA,M8.79,MAGIC family 8,301,drought
301,1646,north,14,49,1646,9.483295641,0.744374496,0.787361681,0.899264395,16.01680016,16.20989037,15.85258293,0.164217231,0.357307434,1.557320552,08-10-21,312,32.93877642,32.62589844,32.62589844,2.122471731,29.48326172,41.26384766,M8.79,MAGIC family 8,301,drought
301,1646,north,14,49,1646,12.65143632,0.663336374,NA,0.857421994,12.86662026,13.08774185,12.7884016,0.078218661,0.299340248,0.98957841,09-28-21,312,30.01485483,29.92654297,29.92654297,0.743442053,28.83521484,32.55685547,M8.79,MAGIC family 8,301,drought
301,1646,north,14,49,1646,11.19524145,0.715673606,NA,0.881394267,15.95787631,16.21352768,15.81522369,0.142652615,0.398303986,1.597030468,08-24-21,296,38.81189948,38.64037109,38.64037109,1.210823161,36.46125,42.50998047,M8.79,MAGIC family 8,301,drought
172,1647,north,15,49,1647,9.686084259,0.675277086,NA,0.869898081,15.92999991,16.1676693,15.81053257,0.119467336,0.357136726,1.157170679,08-24-21,299,40.61143911,40.10435547,40.10435547,1.616667143,38.33238281,46.85298828,M4.123,MAGIC family 4,172,drought
172,1647,north,15,49,1647,8.588172092,0.705244807,0.730322838,0.866959691,15.98671884,16.27856636,15.84105396,0.145664881,0.437512398,1.250995064,08-10-21,300,33.80993171,33.37493164,33.37493164,1.646637179,31.35521484,40.58660156,M4.123,MAGIC family 4,172,drought
172,1647,north,15,49,1647,12.01147043,0.679275271,NA,0.877780616,12.86466307,13.030303,12.78584862,0.078814454,0.244454384,0.946677481,09-28-21,300,30.03593809,29.53450195,29.53450195,1.241835659,28.07443359,34.04740234,M4.123,MAGIC family 4,172,drought
172,1647,north,15,49,1647,1.251110478,0.667369308,0.684936047,0.816725075,14.74499881,14.80807495,14.73266983,0.012328982,0.075405121,0.015424918,07-06-21,NA,NA,NA,NA,NA,NA,NA,M4.123,MAGIC family 4,172,drought
100,1668,north,2,50,1668,0.731896323,0.639140085,0.64228034,0.801349044,14.6807844,14.69893265,14.67688751,0.003896893,0.022045135,0.002852121,07-06-21,NA,NA,NA,NA,NA,NA,NA,M2.122,MAGIC family 2,100,drought
100,1668,north,2,50,1668,6.995151382,0.7416682,NA,0.87999624,15.9773529,16.21238899,15.7797308,0.197622104,0.432658195,1.382396533,08-24-21,294,38.7337789,36.89070313,36.89070313,4.19861991,34.51373047,50.43896484,M2.122,MAGIC family 2,100,drought
100,1668,north,2,50,1668,11.72863361,0.725804457,NA,0.88458252,12.85510364,13.05402756,12.74501801,0.110085633,0.309009552,1.291154061,09-28-21,288,33.49365126,33.42134766,33.42134766,0.454428364,32.70865234,35.50255859,M2.122,MAGIC family 2,100,drought
100,1668,north,2,50,1668,5.764016626,0.75872987,0.802385747,0.885712147,15.97431638,16.15944099,15.81089306,0.163423325,0.348547935,0.941974765,08-10-21,300,36.94445085,35.86085938,35.86085938,3.400569804,33.26388672,51.37613281,M2.122,MAGIC family 2,100,drought
150,1669,north,3,50,1669,6.255257959,0.649187301,NA,0.843419015,15.88768006,16.18253136,15.77938938,0.10829068,0.403141975,0.677386138,08-24-21,299,41.08688767,40.01365234,40.01365234,3.389179013,36.36820313,50.343125,M4.37,MAGIC family 4,150,drought
150,1669,north,3,50,1669,0.992594702,0.678738967,0.706315398,0.80464673,14.68651916,14.72698975,14.67895508,0.007564081,0.048034668,0.007508067,07-06-21,NA,NA,NA,NA,NA,NA,NA,M4.37,MAGIC family 4,150,drought
150,1669,north,3,50,1669,10.71023619,0.629979466,NA,0.832699239,12.78162651,12.94452763,12.72550488,0.056121633,0.219022751,0.601075946,09-28-21,299,35.19995944,34.98275391,34.98275391,1.328009537,32.86076172,38.21820313,M4.37,MAGIC family 4,150,drought
150,1669,north,3,50,1669,5.419663551,0.695040422,0.715265483,0.860927105,15.94107872,16.18052864,15.80868387,0.132394849,0.371844769,0.71753554,08-10-21,300,40.0334276,38.64651367,38.64651367,4.080074993,34.51285156,51.41736328,M4.37,MAGIC family 4,150,drought
50,1670,north,4,50,1670,0.62290832,0.674041671,0.691792428,0.81533134,14.69459638,14.73203373,14.68957901,0.005017367,0.04245472,0.00312536,07-06-21,NA,NA,NA,NA,NA,NA,NA,M1.65,MAGIC family 1,50,drought
50,1670,north,4,50,1670,11.98012703,0.691343291,NA,0.897954047,12.8097776,13.04258537,12.74323463,0.066542967,0.299350739,0.797193195,09-28-21,305,35.94670396,35.74115234,35.74115234,1.690188767,33.25679688,42.30871094,M1.65,MAGIC family 1,50,drought
50,1670,north,4,50,1670,5.976345193,0.679475112,NA,0.873053432,15.88516692,16.11758614,15.80047131,0.084695615,0.31711483,0.506170233,08-24-21,301,43.1068347,41.94089844,41.94089844,4.982540091,36.39195313,52.46070313,M1.65,MAGIC family 1,50,drought
50,1670,north,4,50,1670,4.628554217,0.686603014,0.686084151,0.874477565,15.89981798,16.18947983,15.81496429,0.084853684,0.374515533,0.392749877,08-10-21,300,43.73545313,44.29297852,44.29297852,5.081075056,35.60791016,52.13878906,M1.65,MAGIC family 1,50,drought
24,1671,north,5,50,1671,12.72395647,0.746456679,NA,0.897438288,12.87758459,13.10204315,12.75057411,0.127010477,0.35146904,1.616075781,09-28-21,300,34.53006536,34.24558594,34.24558594,0.858172983,33.33630859,37.33876953,G40036,Tepary,24,drought
24,1671,north,5,50,1671,9.859790553,0.740098334,NA,0.886682689,15.97698473,16.23100471,15.81352806,0.163456673,0.417476654,1.611648564,08-24-21,301,37.56690297,36.48423828,36.48423828,2.810254526,35.20121094,48.05808594,G40036,Tepary,24,drought
24,1671,north,5,50,1671,7.747239102,0.763696355,0.82946974,0.899958968,15.9865919,16.23406982,15.8229332,0.163658707,0.411136627,1.267903134,08-10-21,296,37.08574324,35.29730469,35.29730469,3.666388436,33.62884766,47.96330078,G40036,Tepary,24,drought
24,1671,north,5,50,1671,0.545196342,0.644301473,0.643497199,0.804595292,14.68946116,14.72557068,14.69190598,-0.002444817,0.033664703,-0.001332906,07-06-21,NA,NA,NA,NA,NA,NA,NA,G40036,Tepary,24,drought
3,1672,north,6,50,1672,8.240632825,0.668845074,NA,0.855703652,15.97181397,16.29290771,15.81130123,0.160512742,0.481606483,1.322726567,08-24-21,299,39.8138263,39.10878906,39.10878906,2.625453542,36.77699219,51.35445313,L88-63,MAGIC parent,3,drought
3,1672,north,6,50,1672,10.46249264,0.65063424,NA,0.865681291,12.82164422,13.06454754,12.75546837,0.06617585,0.30907917,0.692364348,09-28-21,298,35.93277586,35.60902344,35.60902344,1.625182654,33.39265625,41.22585938,L88-63,MAGIC parent,3,drought
3,1672,north,6,50,1672,0.849553523,0.668358905,0.683245957,0.804003835,14.70522211,14.74695969,14.69913673,0.006085375,0.047822952,0.005169852,07-06-21,NA,NA,NA,NA,NA,NA,NA,L88-63,MAGIC parent,3,drought
3,1672,north,6,50,1672,7.257010568,0.710091932,0.732517421,0.870268762,16.00937097,16.35553169,15.82703876,0.182332209,0.528492928,1.323186765,08-10-21,298,38.92410182,37.91257813,37.91257813,3.333036859,34.96443359,50.65160156,L88-63,MAGIC parent,3,drought
70,1673,north,7,50,1673,5.851990407,0.658077923,NA,0.851067364,15.98316719,16.27212334,15.82330322,0.159863971,0.448820114,0.935522423,08-24-21,295,42.28942042,41.55535156,41.55535156,3.231267319,37.82917969,52.58705078,M2.3,MAGIC family 2,70,drought
70,1673,north,7,50,1673,6.379900738,0.699730554,0.728219271,0.860806704,16.05766943,16.355093,15.82450008,0.233169345,0.530592918,1.487597275,08-10-21,300,40.4194974,38.46344727,38.46344727,4.182833607,35.61195313,51.81054688,M2.3,MAGIC family 2,70,drought
70,1673,north,7,50,1673,0.997258713,0.682528648,0.702766269,0.826003671,14.71603623,14.74689102,14.7076416,0.008394627,0.03924942,0.008371615,07-06-21,NA,NA,NA,NA,NA,NA,NA,M2.3,MAGIC family 2,70,drought
70,1673,north,7,50,1673,9.313469401,0.660683509,NA,0.875983238,12.85283369,13.09313679,12.7545557,0.098277988,0.338581085,0.915309037,09-28-21,293,36.1462642,36.21203125,36.21203125,1.518588313,33.68835938,39.91253906,M2.3,MAGIC family 2,70,drought
285,1674,north,8,50,1674,7.763811795,0.733374186,0.772237957,0.879829466,15.95981335,16.16483307,15.82817459,0.131638754,0.336658478,1.022018513,08-10-21,299,38.8295903,38.04255859,38.04255859,3.083197437,34.77482422,49.77285156,M8.4,MAGIC family 8,285,drought
285,1674,north,8,50,1674,0.920332954,0.690587337,0.714609802,0.817965448,14.71960998,14.76013279,14.7125473,0.00706268,0.047585487,0.006500017,07-06-21,NA,NA,NA,NA,NA,NA,NA,M8.4,MAGIC family 8,285,drought
285,1674,north,8,50,1674,11.42905687,0.689324758,NA,0.875332415,12.85628255,13.04212761,12.75671005,0.099572498,0.285417557,1.138019746,09-28-21,300,34.31011432,33.96499023,33.96499023,1.398369298,32.31580078,38.63726563,M8.4,MAGIC family 8,285,drought
285,1674,north,8,50,1674,8.231264383,0.700250516,NA,0.87298727,15.93690118,16.1746788,15.82464123,0.112259948,0.350037575,0.92404131,08-24-21,298,41.00777134,40.61999023,40.61999023,2.564548894,37.72951172,50.11683594,M8.4,MAGIC family 8,285,drought
263,1675,north,9,50,1675,7.426548879,0.612919873,NA,0.824526191,15.87656951,16.04176712,15.80749321,0.069076299,0.234273911,0.512998514,08-24-21,302,42.78172088,42.11643555,42.11643555,2.646280765,39.35978516,51.02826172,M7.57,MAGIC family 7,263,drought
263,1675,north,9,50,1675,7.19851723,0.695767608,0.703416556,0.887313366,15.8957903,16.13726616,15.79998398,0.095806326,0.337282181,0.68966349,08-10-21,296,38.96552457,37.29033203,37.29033203,4.445870002,33.57755859,51.99574219,M7.57,MAGIC family 7,263,drought
263,1675,north,9,50,1675,11.07278026,0.618140066,NA,0.845703423,12.78231558,12.91923428,12.75541782,0.026897752,0.163816452,0.297832893,09-28-21,310,34.36360723,34.14865234,34.14865234,1.254363761,31.94921875,37.99873047,M7.57,MAGIC family 7,263,drought
263,1675,north,9,50,1675,0.814993198,0.657691605,0.667317361,0.8081429,14.72420087,14.77401161,14.71218014,0.012020728,0.061831474,0.009796812,07-06-21,NA,NA,NA,NA,NA,NA,NA,M7.57,MAGIC family 7,263,drought
10,1676,north,10,50,1676,7.340506491,0.68330846,NA,0.888342977,15.89534812,16.10948181,15.79866982,0.096678309,0.310811996,0.709667753,08-24-21,302,42.80025429,40.46180664,40.46180664,5.206293009,36.85898438,53.20722656,G40068,Tepary,10,drought
10,1676,north,10,50,1676,0.694838281,0.672993014,0.686023653,0.82131511,14.71573784,14.74569416,14.71926212,-0.003524283,0.026432037,-0.002448807,07-06-21,NA,NA,NA,NA,NA,NA,NA,G40068,Tepary,10,drought
10,1676,north,10,50,1676,6.531595669,0.748472856,0.773791611,0.913742125,15.95235605,16.19109726,15.79073143,0.161624624,0.400365829,1.055666693,08-10-21,299,39.29389717,36.81908203,36.81908203,6.915349798,31.37376953,51.02251953,G40068,Tepary,10,drought
10,1676,north,10,50,1676,9.992054776,0.652870936,NA,0.868187547,12.80344583,13.0055809,12.74146032,0.061985506,0.264120579,0.619362572,09-28-21,294,34.72946628,35.06273438,35.06273438,1.672982403,31.68556641,37.79912109,G40068,Tepary,10,drought
69,1677,north,11,50,1677,12.05462111,0.70483384,NA,0.88751024,12.8800804,13.12048912,12.77509403,0.104986372,0.345395088,1.265570941,09-28-21,289,32.35497256,32.07818359,32.07818359,0.983829911,30.52525391,36.34787109,M1.135,MAGIC family 1,69,drought
69,1677,north,11,50,1677,8.144929277,0.684303177,NA,0.880669177,15.95561134,16.29384613,15.8162055,0.139405837,0.477640629,1.135450683,08-24-21,301,40.9991146,40.17132813,40.17132813,2.910084286,37.58539063,52.64392578,M1.135,MAGIC family 1,69,drought
69,1677,north,11,50,1677,1.133322573,0.664042802,0.6796211,0.791397393,14.72639024,14.77673244,14.72362041,0.00276983,0.05311203,0.003139111,07-06-21,NA,NA,NA,NA,NA,NA,NA,M1.135,MAGIC family 1,69,drought
69,1677,north,11,50,1677,7.549972285,0.708959494,0.731308043,0.877253771,15.95283391,16.14154053,15.82228661,0.130547308,0.319253922,0.985628561,08-10-21,300,36.50794329,35.53908203,35.53908203,3.109278594,32.63974609,47.59300781,M1.135,MAGIC family 1,69,drought
220,1678,north,12,50,1678,9.94587994,0.620202472,NA,0.834078729,12.79662493,12.97194672,12.78302383,0.013601093,0.188922882,0.135274833,09-28-21,308,33.63397201,33.29773438,33.29773438,1.459652128,31.47458984,38.12814453,M6.17,MAGIC family 6,220,drought
220,1678,north,12,50,1678,0.635119914,0.64860266,0.662040651,0.781551182,14.72725847,14.7569828,14.73173523,-0.004476755,0.025247574,-0.002843276,07-06-21,NA,NA,NA,NA,NA,NA,NA,M6.17,MAGIC family 6,220,drought
220,1678,north,12,50,1678,6.806475669,0.690893001,0.702599049,0.865778327,15.95269474,16.2896595,15.81407547,0.138619274,0.47558403,0.943508714,08-10-21,298,37.70846614,36.43001953,36.43001953,4.143025571,32.35789063,51.61390625,M6.17,MAGIC family 6,220,drought
220,1678,north,12,50,1678,7.469730063,0.621926622,NA,0.845168531,15.89006837,16.17221832,15.82093334,0.069135028,0.351284981,0.516419994,08-24-21,296,44.94646029,44.09634766,44.09634766,3.294272785,40.36957031,54.73820313,M6.17,MAGIC family 6,220,drought
78,1679,north,13,50,1679,1.506526116,0.661846762,0.676126212,0.81478858,14.73588141,14.76804924,14.73369026,0.002191151,0.034358978,0.003301026,07-06-21,NA,NA,NA,NA,NA,NA,NA,M2.36,MAGIC family 2,78,drought
78,1679,north,13,50,1679,8.421568792,0.709120052,0.73129341,0.873223364,15.95960001,16.24205971,15.83463478,0.124965227,0.407424927,1.052403256,08-10-21,295,34.47609368,33.92351563,33.92351563,2.816004442,30.01855469,43.80763672,M2.36,MAGIC family 2,78,drought
78,1679,north,13,50,1679,8.838347009,0.692261914,NA,0.865002096,15.92784728,16.30969238,15.81744862,0.110398668,0.492243767,0.975741735,08-24-21,297,40.25107632,39.91474609,39.91474609,2.183996916,36.44392578,47.154375,M2.36,MAGIC family 2,78,drought
78,1679,north,13,50,1679,10.77336905,0.637834574,NA,0.853033781,12.85439192,13.06299305,12.79105186,0.063340051,0.271941185,0.682385747,09-28-21,305,31.77228791,31.65699219,31.65699219,0.939268734,29.61152344,34.24763672,M2.36,MAGIC family 2,78,drought
232,1680,north,14,50,1680,13.00952932,0.694971877,NA,0.888770461,12.88678664,13.15741444,12.79018211,0.096604525,0.367232323,1.256779403,09-28-21,288,30.60671902,30.41501953,30.41501953,0.988901312,29.19835938,33.77880859,M6.58,MAGIC family 6,232,drought
232,1680,north,14,50,1680,7.899632732,0.729999523,0.759707838,0.882586598,16.04155185,16.31506729,15.81719923,0.224352619,0.497868061,1.77230329,08-10-21,309,33.95648596,32.90775391,32.90775391,2.976216931,31.05671875,46.53664063,M6.58,MAGIC family 6,232,drought
232,1680,north,14,50,1680,1.014652362,0.656438757,0.66422224,0.794385195,14.73448047,14.76183128,14.73556423,-0.001083763,0.026267052,-0.001099643,07-06-21,NA,NA,NA,NA,NA,NA,NA,M6.58,MAGIC family 6,232,drought
232,1680,north,14,50,1680,10.26452429,0.684825047,NA,0.876612663,15.95079262,16.24836349,15.80649376,0.144298857,0.441869736,1.481159119,08-24-21,303,39.58509327,39.03160156,39.03160156,2.020989751,37.25337891,50.27724609,M6.58,MAGIC family 6,232,drought
71,1681,north,15,50,1681,0.840651775,0.658922738,0.676552892,0.780264139,14.74237144,14.77499676,14.73963833,0.002733108,0.035358429,0.002297592,07-06-21,NA,NA,NA,NA,NA,NA,NA,M2.7,MAGIC family 2,71,drought
71,1681,north,15,50,1681,10.24022098,0.633678255,NA,0.875092149,12.85463788,13.06277275,12.77475548,0.079882399,0.288017273,0.818013416,09-28-21,297,30.92610375,30.55144531,30.55144531,1.517990441,28.66974609,35.25285156,M2.7,MAGIC family 2,71,drought
71,1681,north,15,50,1681,8.269590301,0.664076173,NA,0.857422054,15.92411023,16.17669868,15.80193996,0.122170267,0.37475872,1.010298053,08-24-21,303,41.32293317,40.99205078,40.99205078,2.461685663,37.73091797,51.13689453,M2.7,MAGIC family 2,71,drought
71,1681,north,15,50,1681,7.184506461,0.703370013,0.722011685,0.863874793,16.02272877,16.36670113,15.81170702,0.211021753,0.554994106,1.516087151,08-10-21,300,34.39832956,33.16811523,33.16811523,3.223465753,31.01289063,47.90630859,M2.7,MAGIC family 2,71,drought
262,1702,north,2,51,1702,5.131249758,0.742300308,0.782537818,0.867993712,15.93840458,16.11367035,15.80777931,0.130625266,0.305891037,0.670270866,08-10-21,299,37.82245245,36.88560547,36.88560547,3.155848534,34.36306641,51.02818359,M7.45,MAGIC family 7,262,drought
262,1702,north,2,51,1702,7.827388615,0.600187173,NA,0.818519533,12.81293554,13.03298187,12.74765015,0.065285393,0.285331726,0.51101414,09-28-21,322,36.08143379,36.05634766,36.05634766,1.381674935,34.024375,39.78634766,M7.45,MAGIC family 7,262,drought
262,1702,north,2,51,1702,0.739603265,0.682237924,0.703238964,0.825283587,14.71007774,14.75904274,14.69427013,0.015807606,0.064772606,0.011691357,07-06-21,NA,NA,NA,NA,NA,NA,NA,M7.45,MAGIC family 7,262,drought
262,1702,north,2,51,1702,5.38055536,0.68921855,NA,0.86098212,15.94283691,16.15394592,15.78033733,0.162499572,0.373608589,0.874337945,08-24-21,307,39.45812875,38.16761719,38.16761719,3.334443574,36.07615234,52.23722656,M7.45,MAGIC family 7,262,drought
248,1703,north,3,51,1703,0.816133422,0.670068669,0.687854916,0.811690509,14.70969652,14.72955322,14.70048237,0.009214149,0.029070854,0.007519975,07-06-21,NA,NA,NA,NA,NA,NA,NA,M7.5,MAGIC family 7,248,drought
248,1703,north,3,51,1703,6.208533677,0.728149216,0.767575115,0.883348882,15.94209193,16.15001678,15.81562281,0.12646912,0.334393978,0.785187792,08-10-21,297,38.39997554,36.69792969,36.69792969,4.036126052,34.84470703,49.40439453,M7.5,MAGIC family 7,248,drought
248,1703,north,3,51,1703,7.356583284,0.710423869,NA,0.88040936,15.95656987,16.25635147,15.79886627,0.157703596,0.457485199,1.160159636,08-24-21,307,40.30783865,38.13730469,38.13730469,4.807115916,35.264375,50.85285156,M7.5,MAGIC family 7,248,drought
248,1703,north,3,51,1703,12.78809395,0.715629317,NA,0.893766761,12.87306461,13.14483738,12.77001286,0.103051751,0.374824524,1.317835476,09-28-21,288,34.33598002,34.01513672,34.01513672,1.397390222,32.49802734,39.22167969,M7.5,MAGIC family 7,248,drought
201,1704,north,4,51,1704,5.87860011,0.700837111,0.710111141,0.88233459,15.89630061,16.2729435,15.82111263,0.075187973,0.451830864,0.442000025,08-10-21,296,40.06611249,38.95516602,38.95516602,3.82833589,34.99582031,52.60337891,M5.96,MAGIC family 5,201,drought
201,1704,north,4,51,1704,7.086555184,0.717639049,NA,0.880420566,15.97761782,16.35073471,15.81232643,0.165291388,0.538408279,1.171346542,08-24-21,306,40.14405305,37.97220703,37.97220703,4.791798967,35.62666016,52.70332031,M5.96,MAGIC family 5,201,drought
201,1704,north,4,51,1704,12.38132456,0.740074728,NA,0.900448143,12.89260505,13.15219593,12.77382135,0.118783696,0.378374577,1.470699497,09-28-21,288,34.28770989,34.22675781,34.22675781,0.791144448,32.58351563,37.22453125,M5.96,MAGIC family 5,201,drought
201,1704,north,4,51,1704,0.577928983,0.614383832,0.59715265,0.794148684,14.70308432,14.73784924,14.71146011,-0.00837579,0.026389122,-0.004840612,07-06-21,NA,NA,NA,NA,NA,NA,NA,M5.96,MAGIC family 5,201,drought
7,1705,north,5,51,1705,0.453362017,0.605693317,0.59126386,0.780938029,14.68384904,14.75855446,14.71101284,-0.027163801,0.047541618,-0.012315035,07-06-21,NA,NA,NA,NA,NA,NA,NA,Matterhorn,MAGIC parent,7,drought
7,1705,north,5,51,1705,5.175094273,0.590688022,NA,0.805936098,15.8304397,15.96974277,15.81010818,0.020331517,0.15963459,0.105217519,08-24-21,301,46.15165425,46.57763672,46.57763672,3.419019909,39.42080078,51.82011719,Matterhorn,MAGIC parent,7,drought
7,1705,north,5,51,1705,4.795704763,0.644502859,0.644027114,0.828251839,15.85106939,15.9392395,15.81306458,0.038004818,0.126174927,0.182259888,08-10-21,305,45.35119422,45.735625,45.735625,4.537361252,36.86066406,52.09970703,Matterhorn,MAGIC parent,7,drought
7,1705,north,5,51,1705,10.59126431,0.639195208,NA,0.843450785,12.77174227,12.85674095,12.76018429,0.011557982,0.096556664,0.122413638,09-28-21,323,35.85589475,35.71705078,35.71705078,1.241016662,33.23125,40.32744141,Matterhorn,MAGIC parent,7,drought
81,1706,north,6,51,1706,7.427775749,0.651206713,NA,0.862979829,15.91754908,16.27756882,15.82749939,0.090049686,0.450069427,0.668868874,08-24-21,303,41.95008335,41.09521484,41.09521484,4.279127565,35.93359375,52.74703125,M2.48,MAGIC family 2,81,drought
81,1706,north,6,51,1706,9.892784228,0.621461639,NA,0.846675456,12.80446057,13.00125313,12.77539063,0.029069948,0.225862503,0.287582725,09-28-21,299,37.04271386,36.89019531,36.89019531,1.860513803,33.67154297,41.21662109,M2.48,MAGIC family 2,81,drought
81,1706,north,6,51,1706,5.779956171,0.662475133,0.663847119,0.857908547,15.90789793,16.21739197,15.83013248,0.077765448,0.387259483,0.449480882,08-10-21,294,42.45289514,40.95129883,40.95129883,5.235981514,35.19912109,53.31242188,M2.48,MAGIC family 2,81,drought
81,1706,north,6,51,1706,1.326841605,0.645699904,0.640467525,0.837446094,14.725309,14.78496838,14.72396469,0.001344307,0.061003685,0.001783682,07-06-21,NA,NA,NA,NA,NA,NA,NA,M2.48,MAGIC family 2,81,drought
304,1707,north,7,51,1707,1.126478017,0.624117262,0.611376643,0.800801933,14.72367497,14.76862621,14.72767258,-0.003997612,0.040953636,-0.004503222,07-06-21,NA,NA,NA,NA,NA,NA,NA,M8.90,MAGIC family 8,304,drought
304,1707,north,7,51,1707,7.866239123,0.710621021,0.717623949,0.895889819,15.98256494,16.33567238,15.83532333,0.147241611,0.500349045,1.158237722,08-10-21,301,37.67347384,36.27953125,36.27953125,3.989517786,33.36072266,48.86427734,M8.90,MAGIC family 8,304,drought
304,1707,north,7,51,1707,9.692577174,0.679282538,NA,0.88483882,15.95051369,16.19317436,15.83150053,0.119013158,0.361673832,1.15354422,08-24-21,308,40.12111664,38.60185547,38.60185547,3.675841104,35.72427734,51.90712891,M8.90,MAGIC family 8,304,drought
304,1707,north,7,51,1707,11.16952299,0.652536635,NA,0.875750661,12.85202774,13.06773567,12.7823844,0.069643342,0.285351276,0.777882904,09-28-21,288,35.49988647,34.93686523,34.93686523,1.608682924,33.53863281,40.06160156,M8.90,MAGIC family 8,304,drought
162,1708,north,8,51,1708,6.971796971,0.69336883,0.693848073,0.884783447,15.92100564,16.17320061,15.81376934,0.107236297,0.359431267,0.747629689,08-10-21,302,40.26133369,38.07088867,38.07088867,6.050980528,33.28873047,53.21611328,M4.67,MAGIC family 4,162,drought
162,1708,north,8,51,1708,12.32102147,0.627158,NA,0.838590682,12.82530307,13.0390749,12.7811079,0.044195168,0.257966995,0.544529608,09-28-21,314,34.30759193,34.33853516,34.33853516,0.844520281,32.60328125,36.58310547,M4.67,MAGIC family 4,162,drought
162,1708,north,8,51,1708,8.445632012,0.65168837,NA,0.860610723,15.89026926,16.12844849,15.82671356,0.063555694,0.301734924,0.536768003,08-24-21,308,43.70156237,43.12201172,43.12201172,4.474038451,37.26474609,53.34845703,M4.67,MAGIC family 4,162,drought
162,1708,north,8,51,1708,0.624975638,0.601367175,0.587821245,0.790442348,14.72256543,14.75291729,14.73409176,-0.011526331,0.018825531,-0.007203676,07-06-21,NA,NA,NA,NA,NA,NA,NA,M4.67,MAGIC family 4,162,drought
212,1709,north,9,51,1709,6.19655339,0.660715868,0.654228181,0.86998719,15.87751492,16.13104057,15.80787086,0.069644056,0.323169708,0.431553109,08-10-21,288,42.34541178,41.94354492,41.94354492,5.776378008,32.83953125,52.59658203,M5.134,MAGIC family 5,212,drought
212,1709,north,9,51,1709,8.108231438,0.625326867,NA,0.847843766,15.86768116,16.06647873,15.82531357,0.042367587,0.241165161,0.343526202,08-24-21,307,45.19592134,45.46837891,45.46837891,4.139323245,37.62900391,53.33537109,M5.134,MAGIC family 5,212,drought
212,1709,north,9,51,1709,12.39167466,0.620131195,NA,0.849938631,12.81088346,12.94986248,12.78594923,0.024934225,0.16391325,0.308976804,09-28-21,300,34.21870443,33.85070313,33.85070313,1.536462377,32.12445313,40.06240234,M5.134,MAGIC family 5,212,drought
212,1709,north,9,51,1709,0.861103797,0.587793183,0.575094014,0.797770441,14.71469853,14.75309372,14.73562336,-0.020924832,0.01747036,-0.018018452,07-06-21,NA,NA,NA,NA,NA,NA,NA,M5.134,MAGIC family 5,212,drought
274,1710,north,10,51,1710,7.234751764,0.68108982,0.679082453,0.879254878,15.89801761,16.14389038,15.80644417,0.091573441,0.337446213,0.662511115,08-10-21,302,42.64057811,44.12803711,44.12803711,6.742197534,31.15119141,51.34283203,M7.100,MAGIC family 7,274,drought
274,1710,north,10,51,1710,0.925068987,0.584320964,0.569029152,0.77209425,14.71336927,14.76381874,14.74122429,-0.027855015,0.022594452,-0.025767811,07-06-21,NA,NA,NA,NA,NA,NA,NA,M7.100,MAGIC family 7,274,drought
274,1710,north,10,51,1710,12.36739317,0.641012097,NA,0.823108077,12.82951921,13.0341568,12.78678989,0.042729315,0.247366905,0.528450241,09-28-21,297,34.02120574,33.93511719,33.93511719,1.233556132,31.77494141,37.06876953,M7.100,MAGIC family 7,274,drought
