gt,fid,group,tier,bed,id,canopy_area_sq_m,mNDVI_mean,mNDVI_median,mNDVI_max,cDSM_mean,cDSM_max,sDSM_median,mean_can_height,max_can_height,can_volume,date,count_thermal,mean_thermal,median_thermal,median.thermal.filtered.to.remove.poor.stands,stdev_thermal,min_thermal,max_thermal,name,entry.type,num,treatment
8,2,north,2,1,2,2.198783505,0.655895449,0.670026779,0.788400829,16.07997366,16.31551743,15.95913887,0.120834787,0.356378555,0.265689536,08-10-21,305,38.98493878,38.46800781,NA,4.987555771,31.41751953,49.1321875,UCD 9634,MAGIC parent,8,drought
8,2,north,2,1,2,0.415553165,0.616822368,0.615074575,0.766148031,14.33099217,14.35155582,14.32096434,0.010027836,0.030591488,0.004167099,07-06-21,NA,NA,NA,NA,NA,NA,NA,UCD 9634,MAGIC parent,8,drought
8,2,north,2,1,2,2.367910579,0.67342294,NA,0.81989646,15.83318907,16.07386589,15.62920952,0.203979553,0.444656372,0.483005341,08-24-21,314,40.78866547,40.60741211,NA,5.162592973,30.76066406,48.60242188,UCD 9634,MAGIC parent,8,drought
8,2,north,2,1,2,3.324888036,0.618667936,NA,0.792201936,12.45352787,12.62749767,12.29359293,0.15993494,0.333904743,0.53176577,09-28-21,312,34.24662929,32.93736328,32.93736328,2.954851202,30.94806641,42.19763672,UCD 9634,MAGIC parent,8,drought
159,3,north,3,1,3,0.176025698,0.565066646,0.560873628,0.698935449,14.34036995,14.35345364,14.33858776,0.001782188,0.014865875,0.000313711,07-06-21,NA,NA,NA,NA,NA,NA,NA,M4.59,MAGIC family 4,159,drought
159,3,north,3,1,3,3.024299325,0.617779091,NA,0.820615113,12.40846843,12.50946903,12.29736328,0.111105147,0.212105751,0.33601522,09-28-21,312,34.31650103,33.513125,33.513125,2.605708202,30.23363281,39.48488281,M4.59,MAGIC family 4,159,drought
159,3,north,3,1,3,2.52528898,0.673102663,NA,0.804764688,15.76520395,15.95578766,15.63701057,0.128193371,0.318777084,0.323725308,08-24-21,300,40.09557949,40.4665625,40.4665625,5.748075543,30.90017578,48.32058594,M4.59,MAGIC family 4,159,drought
159,3,north,3,1,3,1.784841121,0.680870896,0.70367223,0.791337252,16.23627461,16.49520493,15.96446037,0.271814233,0.530744553,0.48514522,08-10-21,288,39.67757067,40.44794922,NA,5.946251347,30.09453125,50.15,M4.59,MAGIC family 4,159,drought
164,4,north,4,1,4,0.229848092,0.626711803,0.628154218,0.762815714,14.3668004,14.39825439,14.35191631,0.014884083,0.046338081,0.003421078,07-06-21,NA,NA,NA,NA,NA,NA,NA,M4.74,MAGIC family 4,164,drought
164,4,north,4,1,4,3.157319714,0.7539479,0.785518289,0.849668562,16.22481323,16.57607841,15.96874332,0.256069903,0.607335091,0.808494552,08-10-21,302,35.16006202,33.55988281,33.55988281,4.570222014,29.65386719,46.37548828,M4.74,MAGIC family 4,164,drought
164,4,north,4,1,4,4.436151646,0.77194727,NA,0.868083656,15.98791858,16.22193909,15.64023972,0.347678863,0.581699371,1.542356162,08-24-21,319,33.84032621,31.84521484,31.84521484,4.244443729,30.07109375,46.44126953,M4.74,MAGIC family 4,164,drought
164,4,north,4,1,4,6.147802845,0.739344906,NA,0.877575099,12.57751727,12.90139198,12.30749512,0.270022148,0.593896866,1.66004293,09-28-21,288,30.2610182,30.15773438,30.15773438,1.019387712,28.76078125,35.77863281,M4.74,MAGIC family 4,164,drought
58,5,north,5,1,5,5.384068908,0.769903083,NA,0.861790776,15.91205494,16.18229294,15.6540451,0.258009837,0.528247833,1.38914274,08-24-21,300,33.4893625,31.81083008,31.81083008,3.934356883,29.44072266,47.44650391,M1.90,MAGIC family 1,58,drought
58,5,north,5,1,5,6.053270923,0.714458708,NA,0.86681968,12.4934481,12.74043751,12.30972099,0.18372711,0.430716515,1.112149972,09-28-21,290,31.52216844,30.93320313,30.93320313,1.773315252,29.43074219,37.76416016,M1.90,MAGIC family 1,58,drought
58,5,north,5,1,5,4.357148196,0.766736192,0.793871969,0.864087343,16.2886654,16.5767498,15.98023891,0.308426488,0.596510887,1.343859915,08-10-21,288,32.456427,30.69614258,30.69614258,3.930755687,28.90841797,45.03671875,M1.90,MAGIC family 1,58,drought
58,5,north,5,1,5,0.698808785,0.69396208,0.721654475,0.812993646,14.4098458,14.48849392,14.35980415,0.05004165,0.128689766,0.034969544,07-06-21,NA,NA,NA,NA,NA,NA,NA,M1.90,MAGIC family 1,58,drought
320,6,north,6,1,6,3.585862468,0.639350929,NA,0.829271436,12.51493411,12.73308563,12.31442642,0.200507687,0.41865921,0.718992991,09-28-21,312,33.19330404,32.5790625,32.5790625,2.10313451,30.24443359,38.55308594,M8.136,MAGIC family 8,320,drought
320,6,north,6,1,6,3.183946413,0.714272587,NA,0.847570539,15.94464601,16.19391441,15.66457844,0.280067571,0.529335976,0.891720137,08-24-21,324,38.32186343,37.16488281,37.16488281,5.452009876,30.43414063,48.27871094,M8.136,MAGIC family 8,320,drought
320,6,north,6,1,6,0.420432306,0.642075724,0.653093219,0.763848305,14.36394942,14.40700817,14.36021709,0.003732329,0.046791077,0.001569192,07-06-21,NA,NA,NA,NA,NA,NA,NA,M8.136,MAGIC family 8,320,drought
320,6,north,6,1,6,2.568391108,0.717722677,0.745099127,0.842259407,16.30879135,16.64335823,15.9865675,0.322223849,0.656790733,0.82759687,08-10-21,311,36.94295462,35.92808594,35.92808594,5.225440082,29.62771484,48.32011719,M8.136,MAGIC family 8,320,drought
43,7,north,7,1,7,5.436461995,0.756556856,NA,0.867033362,15.94880051,16.21671867,15.68401861,0.2647819,0.532700062,1.439476739,08-24-21,313,33.90585026,32.12742188,32.12742188,4.060559826,29.83121094,46.82185547,M1.32,MAGIC family 1,43,drought
43,7,north,7,1,7,0.52711135,0.676211803,0.696180165,0.7914657,14.39837794,14.42772484,14.37802219,0.020355743,0.049702644,0.010729743,07-06-21,NA,NA,NA,NA,NA,NA,NA,M1.32,MAGIC family 1,43,drought
43,7,north,7,1,7,8.221238464,0.74186261,NA,0.870949507,12.49842742,12.69862747,12.30755281,0.190874607,0.391074657,1.569225664,09-28-21,308,31.95433962,31.36013672,31.36013672,2.090842379,29.27171875,38.51035156,M1.32,MAGIC family 1,43,drought
43,7,north,7,1,7,4.099682826,0.752557495,0.783875406,0.876906157,16.24930821,16.53206444,16.00193405,0.247374156,0.530130386,1.014155579,08-10-21,310,38.72122826,37.02640625,37.02640625,7.697072687,29.75246094,52.01533203,M1.32,MAGIC family 1,43,drought
267,8,north,8,1,8,3.404360941,0.739461238,0.768670321,0.849035263,16.38910544,16.6271553,16.0081234,0.380982044,0.619031906,1.297000391,08-10-21,300,33.63405267,32.08737305,32.08737305,4.392196476,28.71080078,44.36371094,M7.64,MAGIC family 7,267,drought
267,8,north,8,1,8,0.740579041,0.66839692,0.684271514,0.803345025,14.42162557,14.45108414,14.38204479,0.039580773,0.069039345,0.029312691,07-06-21,NA,NA,NA,NA,NA,NA,NA,M7.64,MAGIC family 7,267,drought
267,8,north,8,1,8,4.242635366,0.72391485,NA,0.830720425,15.9588358,16.17234993,15.6911931,0.267642695,0.481156826,1.135510364,08-24-21,302,34.7418243,33.00772461,33.00772461,3.880300584,30.85335938,46.11349609,M7.64,MAGIC family 7,267,drought
267,8,north,8,1,8,4.547978034,0.661525354,NA,0.822010279,12.50954606,12.72584057,12.3021307,0.207415356,0.423709869,0.943320485,09-28-21,288,33.68279636,32.91822266,32.91822266,2.213668512,30.90292969,39.71460938,M7.64,MAGIC family 7,267,drought
41,9,north,9,1,9,2.479503143,0.612386511,NA,0.786724448,12.42503137,12.59553432,12.30762386,0.117407511,0.287910461,0.291112294,09-28-21,295,35.08629999,34.71957031,34.71957031,2.387501801,31.04429688,38.69441406,M1.20,MAGIC family 1,41,drought
41,9,north,9,1,9,4.102007926,0.721754099,0.746292591,0.822508991,16.34708571,16.64852715,16.02246284,0.324622862,0.626064301,1.331605554,08-10-21,300,34.16879232,32.56016602,32.56016602,4.804216344,28.50123047,45.26378906,M1.20,MAGIC family 1,41,drought
41,9,north,9,1,9,4.641861744,0.711404514,NA,0.827750385,15.921558,16.20798683,15.71047115,0.211086849,0.497515678,0.979835967,08-24-21,308,36.14324346,33.9480957,33.9480957,5.476836384,29.90453125,48.25013672,M1.20,MAGIC family 1,41,drought
41,9,north,9,1,9,0.359596759,0.643626134,0.655587494,0.759348392,14.4202793,14.45392704,14.39786243,0.022416861,0.056064606,0.008061031,07-06-21,NA,NA,NA,NA,NA,NA,NA,M1.20,MAGIC family 1,41,drought
200,10,north,10,1,10,3.423041718,0.704454204,NA,0.841148376,15.9651587,16.22766495,15.7090559,0.256102799,0.518609047,0.876650566,08-24-21,307,38.5418792,37.91728516,37.91728516,5.51399839,30.37779297,48.95623047,M5.93,MAGIC family 5,200,drought
200,10,north,10,1,10,6.317210794,0.686260513,NA,0.839059472,12.49466118,12.66943359,12.31597996,0.178681221,0.353453636,1.128766938,09-28-21,312,32.03548415,31.19017578,31.19017578,2.588611322,28.70070313,38.74671875,M5.93,MAGIC family 5,200,drought
200,10,north,10,1,10,2.453687838,0.70313474,0.729079723,0.816428304,16.27028889,16.59451866,16.01445961,0.255829279,0.580059052,0.627725191,08-10-21,300,37.13368366,36.88035156,36.88035156,5.163315695,28.65033203,45.99033203,M5.93,MAGIC family 5,200,drought
200,10,north,10,1,10,0.224582516,0.632788043,0.631005704,0.771226287,14.41464466,14.43728542,14.39732361,0.017321049,0.039961815,0.003890005,07-06-21,NA,NA,NA,NA,NA,NA,NA,M5.93,MAGIC family 5,200,drought
12,11,north,11,1,11,0.02740292,0.582230741,0.593402088,0.634645045,16.03638652,16.03775978,15.99854469,0.037841828,0.039215088,0.001036977,08-10-21,311,46.63894525,46.60263672,NA,1.515628421,44.02404297,49.90533203,TEP 22,Tepary,12,drought
12,11,north,11,1,11,0,NA,NA,NA,NA,NA,12.29795074,-12.29795074,-12.29795074,0,09-28-21,309,36.67698353,36.58015625,NA,1.248930486,34.22890625,39.56576172,TEP 22,Tepary,12,drought
12,11,north,11,1,11,0.022492407,0.551001396,0.541984618,0.62358892,14.39827476,14.40580082,14.38353062,0.014744142,0.022270203,0.000331631,07-06-21,NA,NA,NA,NA,NA,NA,NA,TEP 22,Tepary,12,drought
12,11,north,11,1,11,0,NA,NA,NA,NA,NA,15.70609951,-15.70609951,-15.70609951,0,08-24-21,309,49.11649582,49.13730469,NA,0.763415147,46.45685547,50.64091797,TEP 22,Tepary,12,drought
25,12,north,12,1,12,0.401449413,0.604392123,0.600304842,0.754424214,14.39781599,14.42311192,14.39774799,6.80E-05,0.025363922,2.73E-05,07-06-21,NA,NA,NA,NA,NA,NA,NA,G40084,Tepary,25,drought
25,12,north,12,1,12,10.44404922,0.831541507,NA,0.900242567,12.5829191,12.69844055,12.31249475,0.270424348,0.385945797,2.824325196,09-28-21,305,27.82137353,27.78132813,27.78132813,0.623384935,26.78832031,32.10298828,G40084,Tepary,25,drought
25,12,north,12,1,12,6.35777856,0.827572891,NA,0.898494482,16.03547362,16.23155212,15.71180916,0.323664458,0.519742966,2.057786949,08-24-21,310,32.03630103,31.43793945,31.43793945,2.040602956,30.31728516,46.21410156,G40084,Tepary,25,drought
25,12,north,12,1,12,4.9295398,0.806731459,0.830485761,0.878537536,16.27137356,16.42990112,15.99847698,0.272896576,0.431424141,1.345254535,08-10-21,288,30.1304562,28.57448242,28.57448242,3.483841388,27.45234375,44.03173828,G40084,Tepary,25,drought
75,13,north,13,1,13,0.757042851,0.653034858,0.668718785,0.773310959,14.43299127,14.47398472,14.41537476,0.017616515,0.058609962,0.013336457,07-06-21,NA,NA,NA,NA,NA,NA,NA,M2.28,MAGIC family 2,75,drought
75,13,north,13,1,13,5.422802038,0.680326507,NA,0.848136187,12.46146313,12.59840488,12.30617523,0.155287897,0.292229652,0.842095526,09-28-21,290,29.69976152,29.27423828,29.27423828,1.568284116,27.89205078,38.34353516,M2.28,MAGIC family 2,75,drought
75,13,north,13,1,13,5.148978613,0.72243845,NA,0.837960243,15.97603577,16.185812,15.71971416,0.256321601,0.466097832,1.319794442,08-24-21,292,33.98693406,33.08241211,33.08241211,2.870782246,31.07041016,45.22583984,M2.28,MAGIC family 2,75,drought
75,13,north,13,1,13,4.674071353,0.742060431,0.769922704,0.858752906,16.30962952,16.53305817,16.00888634,0.300743181,0.524171829,1.405695088,08-10-21,313,30.4298128,28.40396484,28.40396484,4.6412744,26.69341797,47.66525391,M2.28,MAGIC family 2,75,drought
244,14,north,14,1,14,0.934948907,0.658766323,0.673700273,0.785617888,14.44405086,14.47366905,14.43202877,0.012022091,0.041640282,0.011240041,07-06-21,NA,NA,NA,NA,NA,NA,NA,M6.128,MAGIC family 6,244,drought
244,14,north,14,1,14,5.89801151,0.700316141,NA,0.842567921,12.49897962,12.68369675,12.31292629,0.186053332,0.370770454,1.097344693,09-28-21,308,29.81224895,28.83606445,28.83606445,1.998990279,27.61724609,36.58150391,M6.128,MAGIC family 6,244,drought
244,14,north,14,1,14,4.124850085,0.705192168,0.732846558,0.819971859,16.23857866,16.54969597,16.00921249,0.229366169,0.540483475,0.946101063,08-10-21,288,32.78296414,30.31381836,30.31381836,5.455748001,27.15675781,48.60429688,M6.128,MAGIC family 6,244,drought
244,14,north,14,1,14,4.485960883,0.705444923,NA,0.826630831,15.93485404,16.13403511,15.7277379,0.207116135,0.406297207,0.929114878,08-24-21,319,36.19793336,34.31689453,34.31689453,4.842334904,31.45566406,50.71076172,M6.128,MAGIC family 6,244,drought
225,15,north,15,1,15,3.564545154,0.633409218,NA,0.810960889,12.46407768,12.62576199,12.33779144,0.126286235,0.287970543,0.450152989,09-28-21,311,30.20815037,29.69742188,29.69742188,1.981318319,27.44138672,37.20708984,M6.34,MAGIC family 6,225,drought
225,15,north,15,1,15,4.69103943,0.693469257,NA,0.824905694,15.93159668,16.16788483,15.73864269,0.192953986,0.429242134,0.905154755,08-24-21,296,35.48577887,34.48032227,34.48032227,3.722010368,31.24492188,48.09378906,M6.34,MAGIC family 6,225,drought
225,15,north,15,1,15,3.770250709,0.6826888,0.701677799,0.815054953,16.14867761,16.3977356,16.00598526,0.142692345,0.391750336,0.537985915,08-10-21,290,33.29721141,31.61036133,31.61036133,4.916501581,27.81496094,48.73441406,M6.34,MAGIC family 6,225,drought
225,15,north,15,1,15,0.967785868,0.640522884,0.652865887,0.78639245,14.47971177,14.51196003,14.44715977,0.032552004,0.064800262,0.03150337,07-06-21,NA,NA,NA,NA,NA,NA,NA,M6.34,MAGIC family 6,225,drought
3,36,north,2,2,36,0.651162732,0.641814391,0.648656964,0.775583386,14.35051268,14.3908453,14.34211874,0.008393943,0.048726559,0.005465823,07-06-21,NA,NA,NA,NA,NA,NA,NA,Flor de Mayo Eugenia,MAGIC parent,5,drought
3,36,north,2,2,36,6.520075244,0.751288736,NA,0.852865219,15.94980426,16.14810371,15.64364719,0.306157066,0.50445652,1.996167104,08-24-21,300,32.51788828,30.47506836,30.47506836,4.551911553,29.03568359,48.14119141,Flor de Mayo Eugenia,MAGIC parent,5,drought
3,36,north,2,2,36,5.272191004,0.774212731,0.800745279,0.849284172,16.38561372,16.60661316,15.97262192,0.412991799,0.633991241,2.177371647,08-10-21,300,30.46282975,29.40258789,29.40258789,2.555298684,28.55384766,44.3625,Flor de Mayo Eugenia,MAGIC parent,5,drought
3,36,north,2,2,36,2.446520028,0.569941241,NA,0.766934872,12.4462951,12.58799934,12.32200813,0.124286965,0.265991211,0.30407055,09-28-21,300,32.84092884,32.69205078,32.69205078,1.080793215,31.06144531,38.32298828,Flor de Mayo Eugenia,MAGIC parent,5,drought
151,37,north,3,2,37,5.452849381,0.712143516,NA,0.846904874,15.85767719,16.0455246,15.6449461,0.21273109,0.400578499,1.159990591,08-24-21,322,34.7606364,32.44398438,32.44398438,5.184172359,30.12775391,48.33470703,M3.78,MAGIC family 3,131,drought
151,37,north,3,2,37,0.645108888,0.626274034,0.632356197,0.760660708,14.35917653,14.37425709,14.34899426,0.010182274,0.025262833,0.006568676,07-06-21,NA,NA,NA,NA,NA,NA,NA,M3.78,MAGIC family 3,131,drought
151,37,north,3,2,37,4.020604036,0.642529538,NA,0.81746316,12.458963,12.58150864,12.32209396,0.136869032,0.259414673,0.550296183,09-28-21,302,32.66562086,31.95764648,31.95764648,1.947346561,30.81107422,40.38837891,M3.78,MAGIC family 3,131,drought
151,37,north,3,2,37,4.488832743,0.743869895,0.76703912,0.844789386,16.36142922,16.53701019,15.96794844,0.393480781,0.569061756,1.766269412,08-10-21,293,31.97900751,30.78591797,30.78591797,3.121324704,29.22251953,47.39107422,M3.78,MAGIC family 3,131,drought
231,38,north,4,2,38,0.665132732,0.633950546,0.63829869,0.756289244,14.38368771,14.42854023,14.35421658,0.029471137,0.074323654,0.019602218,07-06-21,NA,NA,NA,NA,NA,NA,NA,G40022,Tepary,23,drought
231,38,north,4,2,38,4.677065421,0.760086529,0.784214497,0.85998565,16.30501121,16.56058311,15.98011494,0.324896274,0.580468178,1.519561128,08-10-21,288,31.66644626,30.61025391,30.61025391,2.677708019,28.92267578,42.38896484,G40022,Tepary,23,drought
231,38,north,4,2,38,6.794533726,0.692620557,NA,0.855039358,12.49341833,12.69354057,12.32256222,0.170856117,0.370978355,1.160887647,09-28-21,313,31.023439,30.82318359,30.82318359,0.862942872,29.78941406,34.75296875,G40022,Tepary,23,drought
231,38,north,4,2,38,6.284730393,0.770496066,NA,0.870261192,15.91746557,16.16125679,15.64822292,0.269242647,0.513033867,1.692117448,08-24-21,300,31.87131126,30.89962891,30.89962891,2.717568547,29.28384766,44.62189453,G40022,Tepary,23,drought
60,39,north,5,2,39,3.492744274,0.730436659,NA,0.875515163,15.85838765,16.12044144,15.65783405,0.200553599,0.462607384,0.700482435,08-24-21,317,38.1537431,36.49962891,36.49962891,5.632442628,31.0878125,48.69007813,M6.60,MAGIC family 6,234,drought
60,39,north,5,2,39,4.43407106,0.679019684,NA,0.861392021,12.46190905,12.68661785,12.32117271,0.140736334,0.365445137,0.624034905,09-28-21,309,32.68835388,31.75662109,31.75662109,2.66396191,29.58703125,41.93888672,M6.60,MAGIC family 6,234,drought
60,39,north,5,2,39,0.478225204,0.644273196,0.653641075,0.786286473,14.37450474,14.39567757,14.35962105,0.014883694,0.036056519,0.007117758,07-06-21,NA,NA,NA,NA,NA,NA,NA,M6.60,MAGIC family 6,234,drought
60,39,north,5,2,39,2.656884522,0.718872347,0.743497133,0.851634622,16.14353838,16.41023254,15.98237038,0.161168002,0.427862167,0.428204771,08-10-21,299,37.31476406,36.99373047,36.99373047,4.479618703,29.87757813,45.64876953,M6.60,MAGIC family 6,234,drought
270,40,north,6,2,40,6.265378743,0.75406887,NA,0.86995554,15.88174883,16.09613991,15.6681776,0.213571229,0.427962303,1.338104641,08-24-21,300,33.80418477,32.54269531,32.54269531,3.293877096,30.73058594,44.92953125,UCD 9634,MAGIC parent,8,drought
270,40,north,6,2,40,4.618972294,0.733243902,0.764715731,0.849223971,16.17314365,16.45151138,15.98820305,0.184940597,0.463308334,0.854235495,08-10-21,297,34.56975352,33.26974609,33.26974609,4.137337403,29.84650391,49.59583984,UCD 9634,MAGIC parent,8,drought
270,40,north,6,2,40,7.515197619,0.728614798,NA,0.870652556,12.47511299,12.6305666,12.32327843,0.151834562,0.30728817,1.141066736,09-28-21,288,31.08039252,30.75760742,30.75760742,1.155886897,29.35396484,36.46914063,UCD 9634,MAGIC parent,8,drought
270,40,north,6,2,40,0.327766456,0.61979748,0.625314653,0.764429212,14.37585665,14.39036083,14.36826801,0.007588639,0.022092819,0.002487301,07-06-21,NA,NA,NA,NA,NA,NA,NA,UCD 9634,MAGIC parent,8,drought
150,41,north,7,2,41,2.833652001,0.626703434,NA,0.807283521,12.39413724,12.62559509,12.31007957,0.084057665,0.315515518,0.238190171,09-28-21,292,34.66324593,34.45737305,34.45737305,1.915109702,31.59658203,39.66882813,M7.21,MAGIC family 7,255,drought
150,41,north,7,2,41,0.476780991,0.634230454,0.64838171,0.748591006,14.38217673,14.39758492,14.37777042,0.004406303,0.019814491,0.002100841,07-06-21,NA,NA,NA,NA,NA,NA,NA,M7.21,MAGIC family 7,255,drought
150,41,north,7,2,41,1.919613922,0.681204659,0.705774367,0.815180123,16.0526755,16.27859116,15.99540901,0.057266492,0.283182144,0.109929555,08-10-21,300,41.0702569,40.46084961,NA,5.70686404,31.03154297,52.02115234,M7.21,MAGIC family 7,255,drought
150,41,north,7,2,41,2.06982023,0.666385969,NA,0.807454526,15.75483652,16.00458336,15.67853642,0.076300101,0.326046944,0.157927493,08-24-21,313,41.27672487,40.83798828,NA,4.047599187,33.67298828,49.05685547,M7.21,MAGIC family 7,255,drought
82,42,north,8,2,42,5.009658685,0.709820562,NA,0.859356821,12.47689406,12.6464262,12.30308628,0.17380778,0.34333992,0.870717654,09-28-21,297,32.00141625,31.39460938,31.39460938,2.004917305,29.10386719,39.18316406,M4.126,MAGIC family 4,173,drought
82,42,north,8,2,42,0.258965124,0.620204956,0.627411366,0.740331769,14.38930826,14.4006815,14.38236904,0.006939217,0.018312454,0.001797015,07-06-21,NA,NA,NA,NA,NA,NA,NA,M4.126,MAGIC family 4,173,drought
82,42,north,8,2,42,2.741728005,0.722864356,0.750364959,0.837379396,16.20122247,16.47048759,15.99862957,0.202592896,0.471858025,0.555454617,08-10-21,300,36.61559076,35.43950195,35.43950195,4.688967743,30.08570313,48.61625,M4.126,MAGIC family 4,173,drought
82,42,north,8,2,42,3.16784721,0.743561483,NA,0.863153577,15.90162692,16.15869331,15.6907239,0.21090302,0.467969418,0.668108543,08-24-21,300,37.78233958,36.77851563,36.77851563,5.722076389,30.47908203,49.63033203,M4.126,MAGIC family 4,173,drought
44,43,north,9,2,43,0.471727129,0.643847031,0.652082026,0.761980891,14.40592338,14.432024,14.39471722,0.011206159,0.037306786,0.005286249,07-06-21,NA,NA,NA,NA,NA,NA,NA,G40271,Tepary,19,drought
44,43,north,9,2,43,5.199629507,0.688660241,NA,0.83329165,15.84699175,16.13480568,15.71395493,0.133036824,0.420850754,0.691742198,08-24-21,318,37.13990013,35.72345703,35.72345703,4.406288571,31.97355469,48.79085938,G40271,Tepary,19,drought
44,43,north,9,2,43,4.099048938,0.734241289,0.762611389,0.841994703,16.35128833,16.62107277,16.01451111,0.336777217,0.606561661,1.380466295,08-10-21,288,34.98937202,31.50326172,31.50326172,6.692126387,28.70855469,51.59447266,G40271,Tepary,19,drought
44,43,north,9,2,43,4.615622292,0.672436184,NA,0.83222127,12.41375947,12.5670557,12.31160593,0.102153537,0.255449772,0.471502141,09-28-21,305,33.3413604,32.67412109,32.67412109,2.218784703,30.44798828,39.11974609,G40271,Tepary,19,drought
14,44,north,10,2,44,0.502835084,0.636168717,0.645381004,0.75406003,14.43139049,14.45544434,14.40111923,0.030271257,0.054325104,0.01522145,07-06-21,NA,NA,NA,NA,NA,NA,NA,M8.107,MAGIC family 8,311,drought
14,44,north,10,2,44,3.998149534,0.704296228,NA,0.846532524,15.85185044,16.02944183,15.71580887,0.136041574,0.313632965,0.543914557,08-24-21,300,38.12575703,36.8268457,36.8268457,4.698881561,32.03,48.52115234,M8.107,MAGIC family 8,311,drought
14,44,north,10,2,44,3.593001095,0.700763776,0.727759719,0.818681955,16.14075745,16.48615265,16.00688362,0.133873828,0.479269028,0.481008812,08-10-21,318,37.5968836,35.60779297,35.60779297,6.38734031,29.56958984,50.57509766,M8.107,MAGIC family 8,311,drought
14,44,north,10,2,44,5.636957528,0.711711262,NA,0.85825026,12.48261807,12.67344761,12.31765079,0.164967278,0.355796814,0.929913541,09-28-21,288,31.61382148,30.67685547,30.67685547,2.511270627,28.74128906,38.65488281,M8.107,MAGIC family 8,311,drought
7,45,north,11,2,45,0.341959827,0.592094661,NA,0.755934834,15.81904426,15.87585545,15.71704102,0.102003249,0.15881443,0.034881013,08-24-21,300,46.70102441,48.09811523,NA,3.884840447,36.75175781,51.29394531,M5.11,MAGIC family 5,180,drought
7,45,north,11,2,45,0.835510586,0.627472752,0.630829155,0.762020648,16.1204497,16.29068756,15.99656487,0.123884833,0.294122696,0.103507089,08-10-21,300,43.22447852,44.84115234,NA,5.2313243,32.4453125,50.18916016,M5.11,MAGIC family 5,180,drought
7,45,north,11,2,45,0.108509952,0.601127447,0.596279114,0.708710551,14.42471767,14.43617153,14.40284443,0.021873245,0.033327103,0.002373465,07-06-21,NA,NA,NA,NA,NA,NA,NA,M5.11,MAGIC family 5,180,drought
7,45,north,11,2,45,0.492933082,0.608069748,NA,0.797936857,12.37451754,12.43990993,12.30806637,0.066451172,0.131843567,0.032755981,09-28-21,291,35.57496671,35.90376953,NA,1.877719623,30.74132813,38.97900391,M5.11,MAGIC family 5,180,drought
90,46,north,12,2,46,4.467437511,0.682391606,NA,0.820202112,15.90163132,16.08873177,15.72166348,0.179967847,0.367068291,0.803995108,08-24-21,316,36.09810491,34.49450195,34.49450195,3.99837381,31.52289063,49.50417969,M2.71,MAGIC family 2,86,drought
90,46,north,12,2,46,0.634839547,0.635546861,0.645703554,0.76270932,14.42147724,14.43246174,14.41089439,0.01058285,0.021567345,0.006718412,07-06-21,NA,NA,NA,NA,NA,NA,NA,M2.71,MAGIC family 2,86,drought
90,46,north,12,2,46,2.448227199,0.617360722,NA,0.814355373,12.40771023,12.53136921,12.32483816,0.082872066,0.206531048,0.202889646,09-28-21,295,32.60157985,31.85162109,31.85162109,2.45338334,29.30861328,40.4334375,M2.71,MAGIC family 2,86,drought
90,46,north,12,2,46,4.560711569,0.731094433,0.75088504,0.822982669,16.25628793,16.5181694,15.99487114,0.261416795,0.523298264,1.192246599,08-10-21,305,30.9245292,29.15015625,29.15015625,4.095710753,27.33201172,44.97230469,M2.71,MAGIC family 2,86,drought
95,47,north,13,2,47,0.453946644,0.624397658,0.625515103,0.767026901,14.43260384,14.46395302,14.41579342,0.016810426,0.048159599,0.007631036,07-06-21,NA,NA,NA,NA,NA,NA,NA,M2.18,MAGIC family 2,73,drought
95,47,north,13,2,47,6.318673547,0.738756026,NA,0.872374594,12.50254335,12.71763325,12.31279755,0.189745801,0.404835701,1.19894177,09-28-21,307,28.9422076,28.26652344,28.26652344,1.945660373,26.74796875,37.12339844,M2.18,MAGIC family 2,73,drought
95,47,north,13,2,47,3.371718695,0.708282129,0.73599869,0.83521837,16.18387037,16.64307022,15.99852085,0.18534952,0.64454937,0.624946443,08-10-21,288,33.17815369,31.38323242,31.38323242,4.645870047,27.58417969,47.91847656,M2.18,MAGIC family 2,73,drought
95,47,north,13,2,47,4.703308396,0.72424977,NA,0.855499625,15.9131097,16.18448257,15.72298098,0.190128723,0.461501598,0.894234019,08-24-21,321,36.80264402,35.61638672,35.61638672,4.316640187,31.74103516,49.65,M2.18,MAGIC family 2,73,drought
293,48,north,14,2,48,3.641092954,0.624012039,NA,0.826641381,12.45993486,12.6251297,12.30202866,0.157906203,0.323101044,0.574951164,09-28-21,304,30.49132819,29.64393555,29.64393555,2.370504334,27.56021484,37.69710938,M7.17,MAGIC family 7,253,drought
293,48,north,14,2,48,3.466908051,0.647388999,NA,0.800207257,15.95622512,16.1447773,15.72771072,0.228514399,0.417066574,0.792238409,08-24-21,298,37.24884812,35.42961914,35.42961914,4.549798011,31.83287109,49.65115234,M7.17,MAGIC family 7,253,drought
293,48,north,14,2,48,0.796722681,0.660601287,0.677465051,0.783370614,14.43505215,14.48005009,14.41969013,0.015362017,0.060359955,0.012239268,07-06-21,NA,NA,NA,NA,NA,NA,NA,M7.17,MAGIC family 7,253,drought
