"","date","trt","bed","range","psi","time","plot","gt","campaign"
"640","10aug21_","d",51,6,0.912,13,"d_51_6",9,"second"
"641","10aug21_","d",59,8,0.547,13,"d_59_8",4,"second"
"642","10aug21_","d",61,5,0.741,13,"d_61_5",6,"second"
"643","10aug21_","d",61,13,NA,13,"d_61_13",10,"second"
"644","10aug21_","d",63,11,1.103,13,"d_63_11",9,"second"
"645","11aug21_","d",69,3,1.257,13,"d_69_3",8,"second"
"646","11aug21_","d",69,15,0.515,13,"d_69_15",15,"second"
"647","11aug21_","d",71,8,0.626,13,"d_71_8",7,"second"
"648","11aug21_","d",73,13,0.438,13,"d_73_13",16,"second"
"649","11aug21_","d",83,14,0.267,13,"d_83_14",208,"second"
"650","11aug21_","d",85,4,1.033,13,"d_85_4",4,"second"
"651","11aug21_","d",87,14,1.285,13,"d_87_14",2,"second"
"652","11aug21_","d",91,10,0.418,13,"d_91_10",5,"second"
"653","11aug21_","d",93,7,0.562,13,"d_93_7",1,"second"
"654","11aug21_","d",93,14,0.336,13,"d_93_14",14,"second"
"655","12aug21_","d",101,6,0.298,13,"d_101_6",3,"second"
"656","12aug21_","d",101,10,1.333,13,"d_101_10",10,"second"
"657","12aug21_","d",103,5,0.914,13,"d_103_5",7,"second"
"658","12aug21_","d",107,9,0.42,13,"d_107_9",5,"second"
"659","12aug21_","d",107,12,0.688,13,"d_107_12",11,"second"
"660","12aug21_","d",111,9,0.462,13,"d_111_9",14,"second"
"661","12aug21_","d",117,13,0.564,13,"d_117_13",13,"second"
"662","12aug21_","d",121,12,0.775,13,"d_121_12",2,"second"
"663","12aug21_","d",125,14,1.426,13,"d_125_14",12,"second"
"664","12aug21_","d",129,4,0.311,13,"d_129_4",3,"second"
"665","12aug21_","d",129,10,0.612,13,"d_129_10",1,"second"
"666","13aug21_","d",137,7,0.458,13,"d_137_7",6,"second"
"667","13aug21_","d",139,15,0.359,13,"d_139_15",16,"second"
"668","13aug21_","d",141,14,0.51,13,"d_141_14",9,"second"
"669","13aug21_","d",149,9,1.36,13,"d_149_9",11,"second"
"670","13aug21_","d",151,5,0.624,13,"d_151_5",15,"second"
"671","13aug21_","d",151,10,0.637,13,"d_151_10",13,"second"
"672","13aug21_","d",153,13,1.281,13,"d_153_13",8,"second"
"673","09aug21_","c",5,6,0.214,13,"c_5_6",4,"second"
"674","09aug21_","c",11,3,1.163,13,"c_11_3",11,"second"
"675","09aug21_","c",13,2,NA,13,"c_13_2",12,"second"
"676","09aug21_","c",15,5,0.263,13,"c_15_5",7,"second"
"677","09aug21_","c",15,11,0.414,13,"c_15_11",8,"second"
"678","09aug21_","c",19,14,0.196,13,"c_19_14",15,"second"
"679","09aug21_","c",21,10,0.434,13,"c_21_10",2,"second"
"680","09aug21_","c",23,6,0.326,13,"c_23_6",16,"second"
"681","09aug21_","c",31,7,0.421,13,"c_31_7",13,"second"
"682","10aug21_","c",35,10,0.421,13,"c_35_10",9,"second"
"683","10aug21_","c",35,15,NA,13,"c_35_15",11,"second"
"684","10aug21_","c",39,11,0.395,13,"c_39_11",4,"second"
"685","10aug21_","c",41,3,0.428,13,"c_41_3",14,"second"
"686","10aug21_","c",45,13,0.673,13,"c_45_13",7,"second"
"687","10aug21_","c",47,5,0.89,13,"c_47_5",1,"second"
"688","10aug21_","c",51,10,0.314,13,"c_51_10",5,"second"
"689","10aug21_","c",55,12,0.74,13,"c_55_12",9,"second"
"690","10aug21_","c",65,5,0.916,13,"c_65_5",2,"second"
"691","11aug21_","c",69,4,0.276,13,"c_69_4",6,"second"
"692","11aug21_","c",83,3,0.294,13,"c_83_3",2,"second"
"693","11aug21_","c",87,6,0.914,13,"c_87_6",10,"second"
"694","11aug21_","c",91,8,0.784,13,"c_91_8",16,"second"
"695","11aug21_","c",93,5,0.502,13,"c_93_5",15,"second"
"696","11aug21_","c",95,3,1.011,13,"c_95_3",12,"second"
"697","11aug21_","c",99,3,1.004,13,"c_99_3",6,"second"
"698","11aug21_","c",99,11,0.938,13,"c_99_11",8,"second"
"699","12aug21_","c",103,10,0.489,13,"c_103_10",3,"second"
"700","12aug21_","c",111,9,0.623,13,"c_111_9",3,"second"
"701","12aug21_","c",113,2,0.43,13,"c_113_2",5,"second"
"702","12aug21_","c",113,5,0.569,13,"c_113_5",1,"second"
"703","12aug21_","c",115,8,NA,13,"c_115_8",9,"second"
"704","12aug21_","c",119,7,0.392,13,"c_119_7",13,"second"
"705","12aug21_","c",123,13,NA,13,"c_123_13",10,"second"
"706","12aug21_","c",125,10,0.399,13,"c_125_10",6,"second"
"707","12aug21_","c",125,11,0.383,13,"c_125_11",14,"second"
"708","13aug21_","c",135,5,0.207,13,"c_135_5",4,"second"
"709","13aug21_","c",137,7,0.279,13,"c_137_7",15,"second"
"710","13aug21_","c",137,8,0.262,13,"c_137_8",13,"second"
"711","13aug21_","c",137,9,0.781,13,"c_137_9",11,"second"
"712","13aug21_","c",137,11,0.465,13,"c_137_11",7,"second"
"713","13aug21_","c",137,12,0.305,13,"c_137_12",1,"second"
"714","13aug21_","c",139,5,0.361,13,"c_139_5",5,"second"
"715","13aug21_","c",139,11,0.745,13,"c_139_11",10,"second"
"716","13aug21_","c",141,6,0.668,13,"c_141_6",12,"second"
"717","13aug21_","c",145,5,0.578,13,"c_145_5",8,"second"
"718","13aug21_","c",149,12,0.515,13,"c_149_12",16,"second"
"719","13aug21_","c",151,11,0.365,13,"c_151_11",14,"second"
"720","13aug21_","c",155,4,0.402,13,"c_155_4",3,"second"
"721","09aug21_","d",3,11,NA,13,"d_3_11",12,"second"
"722","09aug21_","d",5,10,0.341,13,"d_5_10",14,"second"
"723","09aug21_","d",5,11,0.968,13,"d_5_11",7,"second"
"724","09aug21_","d",7,6,1.123,13,"d_7_6",8,"second"
"725","09aug21_","d",13,15,0.255,13,"d_13_15",13,"second"
"726","09aug21_","d",21,7,0.583,13,"d_21_7",6,"second"
"727","09aug21_","d",23,8,0.515,13,"d_23_8",16,"second"
"728","09aug21_","d",31,4,0.693,13,"d_31_4",1,"second"
"729","09aug21_","d",33,10,0.554,13,"d_33_10",10,"second"
"730","10aug21_","d",37,13,0.62,13,"d_37_13",5,"second"
"731","10aug21_","d",39,5,0.676,13,"d_39_5",15,"second"
"732","10aug21_","d",39,7,1.072,13,"d_39_7",2,"second"
"733","10aug21_","d",43,7,0.99,13,"d_43_7",4,"second"
"734","10aug21_","d",43,8,0.418,13,"d_43_8",3,"second"
"735","10aug21_","d",43,14,NA,13,"d_43_14",11,"second"
"736","10aug21_","d",51,6,1.715,13,"d_51_6",9,"second"
"737","10aug21_","d",59,8,0.983,13,"d_59_8",4,"second"
"738","10aug21_","d",61,5,0.531,13,"d_61_5",6,"second"
"739","10aug21_","d",61,13,NA,13,"d_61_13",10,"second"
"740","10aug21_","d",63,11,1.194,13,"d_63_11",9,"second"
"741","11aug21_","d",69,3,1.189,13,"d_69_3",8,"second"
"742","11aug21_","d",69,15,0.644,13,"d_69_15",15,"second"
"743","11aug21_","d",71,8,0.686,13,"d_71_8",7,"second"
"744","11aug21_","d",73,13,0.946,13,"d_73_13",16,"second"
"745","11aug21_","d",83,14,0.314,13,"d_83_14",208,"second"
"746","11aug21_","d",85,4,0.685,13,"d_85_4",4,"second"
"747","11aug21_","d",87,14,0.663,13,"d_87_14",2,"second"
"748","11aug21_","d",91,10,0.175,13,"d_91_10",5,"second"
"749","11aug21_","d",93,7,0.338,13,"d_93_7",1,"second"
"750","11aug21_","d",93,14,0.348,13,"d_93_14",14,"second"
"751","12aug21_","d",101,6,0.554,13,"d_101_6",3,"second"
"752","12aug21_","d",101,10,1.121,13,"d_101_10",10,"second"
"753","12aug21_","d",103,5,1.178,13,"d_103_5",7,"second"
"754","12aug21_","d",107,9,0.353,13,"d_107_9",5,"second"
"755","12aug21_","d",107,12,0.359,13,"d_107_12",11,"second"
"756","12aug21_","d",111,9,0.519,13,"d_111_9",14,"second"
"757","12aug21_","d",117,13,0.398,13,"d_117_13",13,"second"
"758","12aug21_","d",121,12,1.281,13,"d_121_12",2,"second"
"759","12aug21_","d",125,14,0.992,13,"d_125_14",12,"second"
"760","12aug21_","d",129,4,0.305,13,"d_129_4",3,"second"
"761","12aug21_","d",129,10,0.421,13,"d_129_10",1,"second"
"762","13aug21_","d",137,7,0.625,13,"d_137_7",6,"second"
"763","13aug21_","d",139,15,0.289,13,"d_139_15",16,"second"
"764","13aug21_","d",141,14,1.33,13,"d_141_14",9,"second"
"765","13aug21_","d",149,9,1.314,13,"d_149_9",11,"second"
"766","13aug21_","d",151,5,0.367,13,"d_151_5",15,"second"
"767","13aug21_","d",151,10,0.394,13,"d_151_10",13,"second"
"768","13aug21_","d",153,13,1.254,13,"d_153_13",8,"second"
"769","23aug21_","d",3,11,NA,13,"d_3_11",12,"third"
"770","23aug21_","d",5,11,0.943,13,"d_5_11",7,"third"
"771","23aug21_","d",5,10,1.19,13,"d_5_10",14,"third"
"772","23aug21_","d",7,6,1.065,13,"d_7_6",8,"third"
"773","23aug21_","d",13,15,0.888,13,"d_13_15",13,"third"
"774","23aug21_","d",21,7,0.683,13,"d_21_7",6,"third"
"775","23aug21_","d",23,8,1.25,13,"d_23_8",16,"third"
"776","23aug21_","d",31,4,0.67,13,"d_31_4",1,"third"
"777","23aug21_","d",33,10,1.03,13,"d_33_10",10,"third"
"778","23aug21_","d",37,13,1.113,13,"d_37_13",5,"third"
"779","23aug21_","d",39,7,0.875,13,"d_39_7",2,"third"
"780","23aug21_","d",39,5,1.022,13,"d_39_5",15,"third"
"781","23aug21_","c",39,11,0.857,13,"c_39_11",4,"third"
"782","23aug21_","c",35,15,NA,13,"c_35_15",11,"third"
"783","23aug21_","c",35,10,0.824,13,"c_35_10",9,"third"
"784","23aug21_","c",31,7,0.896,13,"c_31_7",13,"third"
"785","23aug21_","c",23,6,0.836,13,"c_23_6",16,"third"
"786","23aug21_","c",21,10,0.823,13,"c_21_10",2,"third"
"787","23aug21_","c",19,14,0.758,13,"c_19_14",15,"third"
"788","23aug21_","c",15,11,0.947,13,"c_15_11",8,"third"
"789","23aug21_","c",15,5,0.88,13,"c_15_5",7,"third"
"790","23aug21_","c",13,2,NA,13,"c_13_2",12,"third"
"791","23aug21_","c",11,3,0.887,13,"c_11_3",11,"third"
"792","23aug21_","c",5,6,0.475,13,"c_5_6",4,"third"
"793","23aug21_","d",3,11,NA,13,"d_3_11",12,"third"
"794","23aug21_","d",5,11,1.11,13,"d_5_11",7,"third"
"795","23aug21_","d",5,10,0.597,13,"d_5_10",14,"third"
"796","23aug21_","d",7,6,1.01,13,"d_7_6",8,"third"
"797","23aug21_","d",13,15,0.466,13,"d_13_15",13,"third"
"798","23aug21_","d",21,7,1.183,13,"d_21_7",6,"third"
"799","23aug21_","d",23,8,0.96,13,"d_23_8",16,"third"
"800","23aug21_","d",31,4,1.117,13,"d_31_4",1,"third"
"801","23aug21_","d",33,10,1.118,13,"d_33_10",10,"third"
"802","23aug21_","d",37,13,0.678,13,"d_37_13",5,"third"
"803","23aug21_","d",39,7,0.947,13,"d_39_7",2,"third"
"804","23aug21_","d",39,5,0.869,13,"d_39_5",15,"third"
"805","23aug21_","c",39,11,0.796,13,"c_39_11",4,"third"
"806","23aug21_","c",35,15,NA,13,"c_35_15",11,"third"
"807","23aug21_","c",35,10,0.448,13,"c_35_10",9,"third"
"808","23aug21_","c",31,7,0.71,13,"c_31_7",13,"third"
"809","23aug21_","c",23,6,0.798,13,"c_23_6",16,"third"
"810","23aug21_","c",21,10,0.5,13,"c_21_10",2,"third"
"811","23aug21_","c",19,14,0.751,13,"c_19_14",15,"third"
"812","23aug21_","c",15,11,0.906,13,"c_15_11",8,"third"
"813","23aug21_","c",15,5,0.601,13,"c_15_5",7,"third"
"814","23aug21_","c",13,2,NA,13,"c_13_2",12,"third"
"815","23aug21_","c",11,3,0.843,13,"c_11_3",11,"third"
"816","23aug21_","c",5,6,0.642,13,"c_5_6",4,"third"
"817","23aug21_","d",3,11,NA,6,"d_3_11",12,"third"
"818","23aug21_","d",5,11,0.212,6,"d_5_11",7,"third"
"819","23aug21_","d",5,10,0.168,6,"d_5_10",14,"third"
"820","23aug21_","d",7,6,0.285,6,"d_7_6",8,"third"
"821","23aug21_","d",13,15,0.23,6,"d_13_15",13,"third"
"822","23aug21_","d",21,7,0.215,6,"d_21_7",6,"third"
"823","23aug21_","d",23,8,0.182,6,"d_23_8",16,"third"
"824","23aug21_","d",31,4,0.207,6,"d_31_4",1,"third"
"825","23aug21_","d",33,10,0.216,6,"d_33_10",10,"third"
"826","23aug21_","d",37,13,0.264,6,"d_37_13",5,"third"
"827","23aug21_","d",39,7,0.197,6,"d_39_7",2,"third"
"828","23aug21_","d",39,5,0.166,6,"d_39_5",15,"third"
"829","23aug21_","c",39,11,0.167,6,"c_39_11",4,"third"
"830","23aug21_","c",35,15,NA,6,"c_35_15",11,"third"
"831","23aug21_","c",35,10,0.1,6,"c_35_10",9,"third"
"832","23aug21_","c",31,7,0.18,6,"c_31_7",13,"third"
"833","23aug21_","c",23,6,0.153,6,"c_23_6",16,"third"
"834","23aug21_","c",21,10,0.146,6,"c_21_10",2,"third"
"835","23aug21_","c",19,14,0.087,6,"c_19_14",15,"third"
"836","23aug21_","c",15,11,0.19,6,"c_15_11",8,"third"
"837","23aug21_","c",15,5,0.182,6,"c_15_5",7,"third"
"838","23aug21_","c",13,2,NA,6,"c_13_2",12,"third"
"839","23aug21_","c",11,3,0.137,6,"c_11_3",11,"third"
"840","23aug21_","c",5,6,0.22,6,"c_5_6",4,"third"
"841","23aug21_","d",3,11,NA,6,"d_3_11",12,"third"
"842","23aug21_","d",5,11,0.274,6,"d_5_11",7,"third"
"843","23aug21_","d",5,10,0.248,6,"d_5_10",14,"third"
"844","23aug21_","d",7,6,0.304,6,"d_7_6",8,"third"
"845","23aug21_","d",13,15,0.254,6,"d_13_15",13,"third"
"846","23aug21_","d",21,7,0.25,6,"d_21_7",6,"third"
"847","23aug21_","d",23,8,0.22,6,"d_23_8",16,"third"
"848","23aug21_","d",31,4,0.161,6,"d_31_4",1,"third"
"849","23aug21_","d",33,10,0.347,6,"d_33_10",10,"third"
"850","23aug21_","d",37,13,0.184,6,"d_37_13",5,"third"
"851","23aug21_","d",39,7,0.244,6,"d_39_7",2,"third"
"852","23aug21_","d",39,5,0.301,6,"d_39_5",15,"third"
"853","23aug21_","c",39,11,0.233,6,"c_39_11",4,"third"
"854","23aug21_","c",35,15,NA,6,"c_35_15",11,"third"
"855","23aug21_","c",35,10,0.126,6,"c_35_10",9,"third"
"856","23aug21_","c",31,7,0.103,6,"c_31_7",13,"third"
"857","23aug21_","c",23,6,0.165,6,"c_23_6",16,"third"
"858","23aug21_","c",21,10,0.13,6,"c_21_10",2,"third"
"859","23aug21_","c",19,14,0.16,6,"c_19_14",15,"third"
"860","23aug21_","c",15,11,0.341,6,"c_15_11",8,"third"
"861","23aug21_","c",15,5,0.255,6,"c_15_5",7,"third"
"862","23aug21_","c",13,2,NA,6,"c_13_2",12,"third"
"863","23aug21_","c",11,3,0.107,6,"c_11_3",11,"third"
"864","23aug21_","c",5,6,0.163,6,"c_5_6",4,"third"
"865","26aug21_","d",117,13,0.852,13,"d_117_13",13,"third"
"866","26aug21_","d",121,12,1.271,13,"d_121_12",2,"third"
"867","26aug21_","d",125,14,1.345,13,"d_125_14",12,"third"
"868","26aug21_","d",129,10,0.986,13,"d_129_10",1,"third"
"869","26aug21_","d",129,4,0.775,13,"d_129_4",3,"third"
"870","26aug21_","d",137,7,0.98,13,"d_137_7",6,"third"
"871","26aug21_","d",139,15,0.92,13,"d_139_15",16,"third"
"872","26aug21_","d",141,14,1.447,13,"d_141_14",9,"third"
"873","26aug21_","d",149,9,0.881,13,"d_149_9",11,"third"
"874","26aug21_","d",151,5,1.202,13,"d_151_5",15,"third"
"875","26aug21_","d",151,10,0.962,13,"d_151_10",13,"third"
"876","26aug21_","d",153,13,1.485,13,"d_153_13",8,"third"
"877","26aug21_","c",155,4,0.675,13,"c_155_4",3,"third"
"878","26aug21_","c",151,11,0.545,13,"c_151_11",14,"third"
"879","26aug21_","c",149,12,1.105,13,"c_149_12",16,"third"
"880","26aug21_","c",145,5,0.789,13,"c_145_5",8,"third"
"881","26aug21_","c",141,6,0.789,13,"c_141_6",12,"third"
"882","26aug21_","c",139,5,0.789,13,"c_139_5",5,"third"
"883","26aug21_","c",139,11,0.782,13,"c_139_11",10,"third"
"884","26aug21_","c",137,12,0.902,13,"c_137_12",1,"third"
"885","26aug21_","c",137,11,1.087,13,"c_137_11",7,"third"
"886","26aug21_","c",137,9,1.109,13,"c_137_9",11,"third"
"887","26aug21_","c",137,8,0.889,13,"c_137_8",13,"third"
"888","26aug21_","c",137,7,0.808,13,"c_137_7",15,"third"
"889","26aug21_","d",117,13,1.203,13,"d_117_13",13,"third"
"890","26aug21_","d",121,12,1.225,13,"d_121_12",2,"third"
"891","26aug21_","d",125,14,1.171,13,"d_125_14",12,"third"
"892","26aug21_","d",129,10,1.185,13,"d_129_10",1,"third"
"893","26aug21_","d",129,4,0.685,13,"d_129_4",3,"third"
"894","26aug21_","d",137,7,0.393,13,"d_137_7",6,"third"
"895","26aug21_","d",139,15,0.83,13,"d_139_15",16,"third"
"896","26aug21_","d",141,14,1.384,13,"d_141_14",9,"third"
"897","26aug21_","d",149,9,0.865,13,"d_149_9",11,"third"
"898","26aug21_","d",151,5,1.234,13,"d_151_5",15,"third"
"899","26aug21_","d",151,10,1.22,13,"d_151_10",13,"third"
"900","26aug21_","d",153,13,1.54,13,"d_153_13",8,"third"
"901","26aug21_","c",155,4,0.652,13,"c_155_4",3,"third"
"902","26aug21_","c",151,11,0.393,13,"c_151_11",14,"third"
"903","26aug21_","c",149,12,1.13,13,"c_149_12",16,"third"
"904","26aug21_","c",145,5,1.105,13,"c_145_5",8,"third"
"905","26aug21_","c",141,6,0.73,13,"c_141_6",12,"third"
"906","26aug21_","c",139,5,0.909,13,"c_139_5",5,"third"
"907","26aug21_","c",139,11,0.781,13,"c_139_11",10,"third"
"908","26aug21_","c",137,12,1.085,13,"c_137_12",1,"third"
"909","26aug21_","c",137,11,1.037,13,"c_137_11",7,"third"
"910","26aug21_","c",137,9,0.85,13,"c_137_9",11,"third"
"911","26aug21_","c",137,8,0.935,13,"c_137_8",13,"third"
"912","26aug21_","c",137,7,0.982,13,"c_137_7",15,"third"
"913","26aug21_","d",117,13,0.4,6,"d_117_13",13,"third"
"914","26aug21_","d",121,12,0.465,6,"d_121_12",2,"third"
"915","26aug21_","d",125,14,0.608,6,"d_125_14",12,"third"
"916","26aug21_","d",129,10,0.385,6,"d_129_10",1,"third"
"917","26aug21_","d",129,4,0.217,6,"d_129_4",3,"third"
"918","26aug21_","d",137,7,0.415,6,"d_137_7",6,"third"
"919","26aug21_","d",139,15,0.266,6,"d_139_15",16,"third"
"920","26aug21_","d",141,14,0.396,6,"d_141_14",9,"third"
"921","26aug21_","d",149,9,0.333,6,"d_149_9",11,"third"
"922","26aug21_","d",151,5,0.462,6,"d_151_5",15,"third"
"923","26aug21_","d",151,10,0.361,6,"d_151_10",13,"third"
"924","26aug21_","d",153,13,0.523,6,"d_153_13",8,"third"
"925","26aug21_","c",155,4,0.166,6,"c_155_4",3,"third"
"926","26aug21_","c",151,11,0.187,6,"c_151_11",14,"third"
"927","26aug21_","c",149,12,0.266,6,"c_149_12",16,"third"
"928","26aug21_","c",145,5,0.226,6,"c_145_5",8,"third"
"929","26aug21_","c",141,6,0.109,6,"c_141_6",12,"third"
"930","26aug21_","c",139,5,0.207,6,"c_139_5",5,"third"
"931","26aug21_","c",139,11,0.16,6,"c_139_11",10,"third"
"932","26aug21_","c",137,12,0.256,6,"c_137_12",1,"third"
"933","26aug21_","c",137,11,0.167,6,"c_137_11",7,"third"
"934","26aug21_","c",137,9,0.238,6,"c_137_9",11,"third"
"935","26aug21_","c",137,8,0.193,6,"c_137_8",13,"third"
"936","26aug21_","c",137,7,0.186,6,"c_137_7",15,"third"
"937","26aug21_","d",117,13,0.424,6,"d_117_13",13,"third"
"938","26aug21_","d",121,12,0.46,6,"d_121_12",2,"third"
"939","26aug21_","d",125,14,0.438,6,"d_125_14",12,"third"
"940","26aug21_","d",129,10,0.261,6,"d_129_10",1,"third"
"941","26aug21_","d",129,4,0.415,6,"d_129_4",3,"third"
"942","26aug21_","d",137,7,0.368,6,"d_137_7",6,"third"
"943","26aug21_","d",139,15,0.253,6,"d_139_15",16,"third"
"944","26aug21_","d",141,14,0.444,6,"d_141_14",9,"third"
"945","26aug21_","d",149,9,0.4,6,"d_149_9",11,"third"
"946","26aug21_","d",151,5,0.433,6,"d_151_5",15,"third"
"947","26aug21_","d",151,10,0.549,6,"d_151_10",13,"third"
"948","26aug21_","d",153,13,0.469,6,"d_153_13",8,"third"
"949","26aug21_","c",155,4,0.191,6,"c_155_4",3,"third"
"950","26aug21_","c",151,11,0.31,6,"c_151_11",14,"third"
"951","26aug21_","c",149,12,0.271,6,"c_149_12",16,"third"
"952","26aug21_","c",145,5,0.192,6,"c_145_5",8,"third"
"953","26aug21_","c",141,6,0.151,6,"c_141_6",12,"third"
"954","26aug21_","c",139,5,0.309,6,"c_139_5",5,"third"
"955","26aug21_","c",139,11,0.186,6,"c_139_11",10,"third"
"956","26aug21_","c",137,12,0.291,6,"c_137_12",1,"third"
"957","26aug21_","c",137,11,0.191,6,"c_137_11",7,"third"
"958","26aug21_","c",137,9,0.148,6,"c_137_9",11,"third"
"959","26aug21_","c",137,8,0.214,6,"c_137_8",13,"third"
"960","26aug21_","c",137,7,0.194,6,"c_137_7",15,"third"
"961","24aug21_","d",43,7,0.807,13,"d_43_7",4,"third"
"962","24aug21_","d",43,8,0.533,13,"d_43_8",3,"third"
"963","24aug21_","d",43,14,NA,13,"d_43_14",11,"third"
"964","24aug21_","d",51,6,1.288,13,"d_51_6",9,"third"
"965","24aug21_","d",59,8,1.09,13,"d_59_8",4,"third"
"966","24aug21_","d",61,5,1.13,13,"d_61_5",6,"third"
"967","24aug21_","d",61,13,NA,13,"d_61_13",10,"third"
"968","24aug21_","d",63,11,1.231,13,"d_63_11",9,"third"
"969","24aug21_","d",69,15,1.471,13,"d_69_15",15,"third"
"970","24aug21_","d",69,3,1.183,13,"d_69_3",8,"third"
"971","24aug21_","d",71,8,1.14,13,"d_71_8",7,"third"
"972","24aug21_","d",73,13,1.243,13,"d_73_13",16,"third"
"973","24aug21_","c",95,3,1.115,13,"c_95_3",12,"third"
"974","24aug21_","c",93,5,1.093,13,"c_93_5",15,"third"
"975","24aug21_","c",91,8,0.867,13,"c_91_8",16,"third"
"976","24aug21_","c",87,6,1.016,13,"c_87_6",10,"third"
"977","24aug21_","c",83,3,0.918,13,"c_83_3",2,"third"
"978","24aug21_","c",69,4,0.813,13,"c_69_4",6,"third"
"979","24aug21_","c",65,5,0.954,13,"c_65_5",2,"third"
"980","24aug21_","c",55,12,0.83,13,"c_55_12",9,"third"
"981","24aug21_","c",51,10,0.557,13,"c_51_10",5,"third"
"982","24aug21_","c",47,5,0.85,13,"c_47_5",1,"third"
"983","24aug21_","c",45,13,1.074,13,"c_45_13",7,"third"
"984","24aug21_","c",41,3,0.88,13,"c_41_3",14,"third"
"985","24aug21_","d",43,7,0.78,13,"d_43_7",4,"third"
"986","24aug21_","d",43,8,0.715,13,"d_43_8",3,"third"
"987","24aug21_","d",43,14,NA,13,"d_43_14",11,"third"
"988","24aug21_","d",51,6,1.248,13,"d_51_6",9,"third"
"989","24aug21_","d",59,8,1.233,13,"d_59_8",4,"third"
"990","24aug21_","d",61,5,1.199,13,"d_61_5",6,"third"
"991","24aug21_","d",61,13,NA,13,"d_61_13",10,"third"
"992","24aug21_","d",63,11,1.251,13,"d_63_11",9,"third"
"993","24aug21_","d",69,15,1.049,13,"d_69_15",15,"third"
"994","24aug21_","d",69,3,1.247,13,"d_69_3",8,"third"
"995","24aug21_","d",71,8,0.988,13,"d_71_8",7,"third"
"996","24aug21_","d",73,13,1.193,13,"d_73_13",16,"third"
"997","24aug21_","c",95,3,1.156,13,"c_95_3",12,"third"
"998","24aug21_","c",93,5,1.043,13,"c_93_5",15,"third"
"999","24aug21_","c",91,8,1.097,13,"c_91_8",16,"third"
"1000","24aug21_","c",87,6,0.84,13,"c_87_6",10,"third"
"1001","24aug21_","c",83,3,0.485,13,"c_83_3",2,"third"
"1002","24aug21_","c",69,4,0.783,13,"c_69_4",6,"third"
"1003","24aug21_","c",65,5,0.888,13,"c_65_5",2,"third"
"1004","24aug21_","c",55,12,0.922,13,"c_55_12",9,"third"
"1005","24aug21_","c",51,10,0.94,13,"c_51_10",5,"third"
"1006","24aug21_","c",47,5,0.939,13,"c_47_5",1,"third"
"1007","24aug21_","c",45,13,0.836,13,"c_45_13",7,"third"
"1008","24aug21_","c",41,3,0.435,13,"c_41_3",14,"third"
"1009","24aug21_","d",43,7,0.273,6,"d_43_7",4,"third"
"1010","24aug21_","d",43,8,0.377,6,"d_43_8",3,"third"
"1011","24aug21_","d",43,14,NA,6,"d_43_14",11,"third"
"1012","24aug21_","d",51,6,0.234,6,"d_51_6",9,"third"
"1013","24aug21_","d",59,8,0.316,6,"d_59_8",4,"third"
"1014","24aug21_","d",61,5,0.252,6,"d_61_5",6,"third"
"1015","24aug21_","d",61,13,NA,6,"d_61_13",10,"third"
"1016","24aug21_","d",63,11,0.437,6,"d_63_11",9,"third"
"1017","24aug21_","d",69,15,0.306,6,"d_69_15",15,"third"
"1018","24aug21_","d",69,3,0.357,6,"d_69_3",8,"third"
"1019","24aug21_","d",71,8,0.285,6,"d_71_8",7,"third"
"1020","24aug21_","d",73,13,0.138,6,"d_73_13",16,"third"
"1021","24aug21_","c",95,3,0.24,6,"c_95_3",12,"third"
"1022","24aug21_","c",93,5,0.184,6,"c_93_5",15,"third"
"1023","24aug21_","c",91,8,0.181,6,"c_91_8",16,"third"
"1024","24aug21_","c",87,6,0.124,6,"c_87_6",10,"third"
"1025","24aug21_","c",83,3,0.176,6,"c_83_3",2,"third"
"1026","24aug21_","c",69,4,0.111,6,"c_69_4",6,"third"
"1027","24aug21_","c",65,5,0.169,6,"c_65_5",2,"third"
"1028","24aug21_","c",55,12,0.309,6,"c_55_12",9,"third"
"1029","24aug21_","c",51,10,0.265,6,"c_51_10",5,"third"
"1030","24aug21_","c",47,5,0.213,6,"c_47_5",1,"third"
"1031","24aug21_","c",45,13,0.158,6,"c_45_13",7,"third"
"1032","24aug21_","c",41,3,0.177,6,"c_41_3",14,"third"
"1033","24aug21_","d",43,7,0.278,6,"d_43_7",4,"third"
"1034","24aug21_","d",43,8,0.308,6,"d_43_8",3,"third"
"1035","24aug21_","d",43,14,NA,6,"d_43_14",11,"third"
"1036","24aug21_","d",51,6,0.278,6,"d_51_6",9,"third"
"1037","24aug21_","d",59,8,0.384,6,"d_59_8",4,"third"
"1038","24aug21_","d",61,5,0.344,6,"d_61_5",6,"third"
"1039","24aug21_","d",61,13,NA,6,"d_61_13",10,"third"
"1040","24aug21_","d",63,11,0.225,6,"d_63_11",9,"third"
"1041","24aug21_","d",69,15,0.206,6,"d_69_15",15,"third"
"1042","24aug21_","d",69,3,0.378,6,"d_69_3",8,"third"
"1043","24aug21_","d",71,8,0.245,6,"d_71_8",7,"third"
"1044","24aug21_","d",73,13,0.261,6,"d_73_13",16,"third"
"1045","24aug21_","c",95,3,0.117,6,"c_95_3",12,"third"
"1046","24aug21_","c",93,5,0.222,6,"c_93_5",15,"third"
"1047","24aug21_","c",91,8,0.183,6,"c_91_8",16,"third"
"1048","24aug21_","c",87,6,0.213,6,"c_87_6",10,"third"
"1049","24aug21_","c",83,3,0.183,6,"c_83_3",2,"third"
